,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
1274,17215,giá_cả sản_phẩm mua . mất một tem bảo_hành dán trồng màn_hình cạo đi mất bảo_hành không . ok .,1,0,0,0,0,0,0,0,0
1275,17214,"ưu_điểm : pin trâu youtube tầm 15 tiếng , điện_thoại mỏng , nhẹ , camera đẹp , sạc pin nhược_điểm : màn_hình cầm nghiêng 1 chút đổi màu , chỉnh màu nhiệt_độ hiển_thị ngả vàng , nổi vân nhiễu màu dính mồ_hôi , màu_sắc super amoled rực_rỡ chói mắt",0,0,0,0,0,-1,0,0,1
1279,17210,"niêm_phong kỹ_càng , thẻ báo hành đầy_đủ , ủng_hộ shop sản_phẩm oke",0,0,0,0,0,0,0,1,0
1280,17209,ưng bụng shop gê . shop hàng dễ_thương lắm lun . tui tui dắt họ_hàng bà_con cô_bác mua ủng_hộ shop dài_dài nè,0,1,0,0,0,0,0,0,0
1283,17206,k lắm kích_hoạt bảo soppe mal yên_tâm .,0,0,0,0,0,0,0,1,0
1284,17205,hàng chất_lượng,0,0,0,0,0,0,0,1,0
1285,17204,tuyệt_vời,0,0,0,0,0,0,0,1,0
1287,17202,tốt tầm giá pin,1,0,0,0,0,-1,0,0,0
1288,17201,hàng tốt ngon tầm giá,1,0,0,0,0,0,0,0,0
1290,17199,"bề_ngoài như 100 % . shop giao hàng , đóng_gói . tiền đủ tác vụ bình_thường .",0,0,1,0,0,0,0,0,1
1293,17196,shop làm_việc chuyên_nghiệp ân_cần khách_hàng tư_vấn nhiệt_tình rõ_ràng . gh siêu ninja van . ủng_hộ shop shop,0,1,1,0,0,0,0,0,0
1301,17188,"ngon tầm giá , camera khả_năng bắt sóng wifi + di_động kém cấu_hình không bàn_cãi , giá 2tr4 dịp sale 12 / 12 👍",1,0,0,0,0,-1,0,0,0
1302,17187,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
1304,17185,dien thoai nhu the thi dung the nao duoc,0,0,0,0,0,0,0,1,0
1305,17184,"shop giao hàng đúng hẹn , máy đẹp , cấu_hình mạnh_mẽ , màu_sắc rực_rỡ , hoàn_thiện , hài_lòng sản_phẩm đúng như shop quảng_bá , chất_lượng sản_phẩm phong_cách phục_vụ shop 5",0,1,1,0,0,1,0,0,1
1308,17181,y_như miêu_tả,0,0,0,0,0,0,0,1,0
1310,17179,"sản_phẩm mô_tả , cấn móp cạnh , phụ_kiện đầy_đủ củ sạc hỏng không . tặng kèm ốp nhựa không bao da .",0,0,0,0,0,0,-1,0,-1
1311,17178,shop tặng hẵng 2 cường_lực tks_shop nha chưa shop vui tốt như shop mua nhận_xét chúc shop làm_ăn phát_tài_lộc 😍,0,0,0,0,0,0,1,0,0
1313,17176,"giao hàng , máy mua 3 lỗi màn tiền đi thay màn @",0,0,-1,0,0,-1,0,0,0
1315,17174,"sản_phẩm tốt không hộp , củ sạc đi kèm không zin máy , sạc chậm sạc , mong shop tốt",0,0,0,0,0,-1,-1,0,0
1321,17168,shop kích_hoạt bảo_hành giúp,0,0,0,0,0,0,0,1,0
1322,17167,máy lỗi đơ xoay vòng sập,0,0,0,-1,0,0,0,0,0
1324,17165,a shop nhiệt_tình . oke,0,1,0,0,0,0,0,0,0
1325,17164,đt phụ_kiện đầy_đủ mua,0,0,0,0,0,0,1,0,1
1326,17163,sản_phẩm không đẹp như mong_đợi ổn .,0,0,0,0,0,0,0,0,-1
1331,17158,hàng 2 hôm_nay . trải nghiệm ban_đầu hài_lòng sản_phẩm . giao hàng . cân_nhắc lựa_chọn sản_phẩm shop .,0,0,1,0,0,0,0,0,0
1332,17157,điện_thoại lắm mua hãng không lo_sợ mua đi,0,0,0,0,0,0,0,1,0
1333,17156,shop tư_vấn nhiệt_tình . hàng đúng như mô_tả . ủng_hộ shop,0,1,0,0,0,0,0,0,0
1334,17155,máy như sướng ủng_hộ shop,0,0,0,0,0,0,0,0,1
1335,17154,shop tư_vấn nhiệt_tình . giao hàng,0,1,1,0,0,0,0,0,0
1336,17153,củ_sạc không sạc . gọi shop mãi không shop đổi . mua sạc,0,-1,0,0,0,0,-1,0,0
1337,17152,"giao , đóng_gói đẹp , cẩn_thận , máy 💯 , tặng ốp lưng , đầy_đủ , mua hàng shop tổng_cộng 5 máy đấy . chất_lượng uy_tín miễn",0,1,1,0,0,0,1,0,1
1339,17150,5 chất_lượng ủng_hộ tiếp shop,0,0,0,0,0,0,0,1,0
1341,17148,"chất_lượng sản_phẩm tốt , giao hàng hơi , shop đóng_gói cẩn_thận yên_tâm tg giao hàng , giá rẻ tặng ốp ủng_hộ shop",1,0,-1,0,0,0,1,0,0
1342,17147,"shop dễ_thương uy_tín , giao hàng đúng , chất_lượng sản_phẩm như quảng_cáo , test ứng_dụng hoàn_hảo , vừa_ý , hàng tặng quà chị_em mua hàng shop , , , chúc shop thành_công đông ... 5 * .",0,1,1,0,0,0,0,0,0
1344,17145,móp vận_chuyển,0,0,-1,0,0,0,0,0,0
1345,17144,"máy , hình_thức ổn , bước_đầu shop cài_đặt đầy_đủ , sạc pin 1 , chưa quen chưa .",0,0,0,0,0,0,0,0,1
1347,17142,giao hàng . đóng_gói cẩn_thận . sản_phẩm giá tiền . shop tư_vấn nhiệt_tình vui_vẻ,1,1,1,0,0,0,0,0,0
1349,17140,"shop đóng_gói cẩn_thận , giao hàng 1 .",0,0,1,0,0,0,0,0,0
1350,17139,sản_phẩm tốt .,0,0,0,0,0,0,0,1,0
1352,17137,"mua hàng giá siêu tiết_kiệm , ban_đầu ổn , đợi tiếp đc , hơi ngạc_nhiên màu trắng hãng màu không_lẽ mù_màu 🤨",1,0,0,0,0,0,0,0,0
1353,17136,"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm đẹp , shop phục_vụ tốt , tiền . giao hàng . shop uy_tín tặng đủ 5sao . like_mạnh",1,1,1,0,0,0,0,0,0
1354,17135,"sản_phẩm hoàn_hảo , trải nghiệm , chất_lượng đúng như shop quảng_cáo , chức_năng cơ_bản hoạt_động ổn_định , màu_sắc_đẹp chụp ảnh đẹp sắc nét , cấu_hình mạnh , cảm_ứng nhạy , pin bọng oke , vừa_ý , shop uy_tín giao hàng đúng hẹn , phục_vụ chuyên_nghiệp , chế_độ bảo_hành",0,1,1,0,0,1,0,0,0
1355,17134,shop uy_tín nha,0,1,0,0,0,0,0,0,0
1356,17133,"màn hơi ám vàng , anh_em màn đẹp cân_nhắc mua .",0,0,0,0,0,-1,0,0,0
1358,17131,máy đẹp giá oke,1,0,0,0,0,0,0,0,1
1362,17127,máy đẹp . shop hướng_dẫn_nhiệt_tình . mua,0,1,0,0,0,0,0,0,1
1364,17116,tuyệt_vời . đều oke . điện thoai oke lắm e shop 5 . giới_thiệu dùm shop . chúc shop làm_ăn phát_đạt mãi uy_tín như shop .,0,0,0,0,0,0,0,1,0
1365,17115,shop bọc hàng cẩn_thận hộp hơi móp chút máy_móc oke tầm giá . pin trâu sạc,1,0,1,0,0,1,0,0,0
1366,17114,giao hàng hơi dự_kiến viên giao hàng vội_vàng không đợi kiểm_tra tem nghiêm phong shop . may không,0,-1,-1,0,0,0,0,0,0
1368,17112,"xài thử chưa , mua đợt khuyến_mãi .",0,0,-1,0,0,0,0,0,0
1369,17111,mua gắn sim không dc . hàng kém chất_lượng,0,0,0,0,0,-1,0,0,0
1370,17110,gạt loa hỏng buồn vcl,0,0,0,0,0,-1,0,0,0
1373,17107,"màu đẹp . giá rẻ xịn xò . mua mẹ , mẹ lắm",1,0,0,0,0,0,0,0,1
1376,17104,"đẹp , máy mới_tinh shop uy_tín giao hàng chất_lượng đúng như quảng_cáo cấu_hình mạnh_mẽ , màu_sắc rực_rỡ như mong_đợi hài_lòng vừa_ý , giá_cả hợp_lý ủng_hộ mua",1,1,0,0,0,1,0,0,1
1377,17103,máy hơi nóng đều tốt,0,0,0,0,0,0,0,1,0
1378,17102,máy oke,0,0,0,0,0,0,0,1,0
1381,17099,"shop uy_tín giao hàng đúng , sản_phẩm đẹp , chất_lượng hàng , test đúng như shop mô_tả , niềm shop . shop giao hàng đúng như quảng_cáo , bình_chọn shop 5 .",0,1,1,0,0,0,0,0,1
1385,17095,"máy nguyên seal , chờ unlock up rom",0,0,0,0,1,0,0,0,1
1386,17094,điện_thoại đẹp lắm . shop đóng_góp . đều tốt 👍,0,0,1,0,0,0,0,0,1
1389,17091,"mua 2 điện_thoại shop , hàng 100 % , test hài_lòng , , shop gói hàng kĩ ❤ ️",0,0,1,0,0,0,0,0,1
1391,17089,"chưa lắp không ổn ko , đóng_gói cẩn_thận ổn",0,0,1,0,0,0,0,0,0
1392,17088,tiền,1,0,0,0,0,0,0,0,0
1395,17085,"chất_lượng cảm_ứng tốt , loa nghẽ rõ_ràng , pin tạm ổn , chất_lượng lâu_dài , giao , nhiệt_tình , shop 5 *",0,1,1,0,0,1,0,0,0
1398,17082,"shop phục_vụ tốt , nhiệt_tình",0,1,0,0,0,0,0,0,0
1399,17081,"pin chai , dung_lượng 2800mah",0,0,0,0,0,-1,0,0,0
1400,17080,tuyệt_vời . shop hàng tận_tình . nhiệt_tình . hết_sức . sản_phẩm chất . shop 10 like triệu,0,1,0,0,0,0,0,0,0
1401,17079,giá 3249k trừ món hời công_nghệ_trừ ram 6gb trừ rom 64gb trừ màn_hình đẹp trừ chụp đêm bao đẹp,1,0,0,0,0,1,0,0,0
1405,17075,hang chat luong tuyet voi ! anh_em mobile_ung ho shop nhiet tinh vao nha !,0,0,0,0,0,0,0,1,0
1406,17074,hàng giao dự_kiến . 5sao shop .,0,0,1,0,0,0,0,0,0
1408,17072,hàng nguyên niêm_phong,0,0,0,0,1,0,0,0,0
1409,17071,"chất_lượng sản_phẩm tốt , đóng_gói cẩn_thận , giao hàng . shop kích_hoạt bảo_hành giúp .",0,0,1,0,0,0,0,0,0
1410,17070,chat luong san phẩm . tyêt vờichat luong san phẩm . tyêt vờichat luong san phẩm . tyêt vờichat luong san phẩm . tyêt vờichat luong san phẩm . tyêt_vời,0,0,0,0,0,0,0,1,0
1412,17068,"mua nexus đẹp , cấu_hình tạm ổn tầm tiền , giao hàng , chủ shop nhiệt_tình . sản_phẩm 5 ủng_hộ shop",0,1,1,0,0,1,0,0,1
1414,17066,màn_hình khóa hư chất_lượng kém máy pin không sạc tắt như không hài_lòng .,0,0,0,0,0,-1,0,0,0
1415,17065,"shop nhiệt_tình tư_vấn như , máy tốt , ủng_hộ shop . mua hàng shop , uy_tín",0,1,0,0,0,0,0,0,0
1416,17064,tốt tưởng_tượng,0,0,0,0,0,0,0,1,0
1417,17063,"chiều 24 , 25 giao . giao hàng chất . đóng_gói không chu_đáo ok .",0,0,1,0,0,0,0,0,0
1418,17631,giao sản_phẩm chai pin không điền thông_tin,0,0,0,0,0,-1,0,0,0
1421,17628,"hình_thức 96,69 % , chức_năng full , lỗi màn_hình tắt sọc chớp_nhoáng lưu ảnh trắng không care lắm nghe gọi . giao hàng , đóng hàng perfect ngoại_trừ tai_nghe âm_thanh . ok best shop 4 giao hàng máy_bay 5 * chuyên_nghiệp ^",0,0,1,0,0,-1,-1,0,0
1422,17627,"máy ngon trầy cạch , oke",0,0,0,0,0,0,0,0,-1
1424,17625,shop nhiệt_tình oke máy ổn máy restart pin hơi yếu . giá 1tr7 ổn .,1,1,0,0,0,-1,0,0,0
1429,17620,"máy ổn , máy to màn đẹp , mua nha",0,0,0,0,0,1,0,0,1
1431,17618,nắp không cảm_ứng chán,0,0,0,0,0,-1,0,0,0
1432,17617,"shop siêu yêu , chủ siêu nhiệt_tình , mua máy lỗi tai_nghe gọi điện a chủ đổi , yên_tâm đặt_hàng . chúc shop buôn may đắt ❤ ️",0,1,0,0,0,0,-1,0,0
1434,17615,"sp nguyên seal , shop đóng_gói cẩn_thận . giao hàng tốc_độ ánh_sáng . dịch_vụ hàng ok , không dịch_vụ hậu hàng oke không .",0,1,1,0,1,0,0,0,0
1436,17613,"giao hàng , cấu_hình hợp túi_tiền , máy pin bền chất_lượng tôt",0,0,1,0,0,1,0,0,0
1439,17610,sp ok. youtube tiktok hợp_lý . game mua mini 2,0,0,0,-1,0,0,0,0,0
1441,17608,"hàng chuẩn . nguyên seal , giá tốt .",1,0,0,0,1,0,0,0,0
1442,17607,máy tốt . không chê . thiết_bị thay hãng hơi ( ý_kiến,0,0,0,0,0,0,0,1,0
1443,17606,"hàng nguyên niêm_phong hãng , mua giá sale 11 / 1 6 / 64 giá 2tr750k 🥰",1,0,0,0,1,0,0,0,0
1444,17605,"! máy cũ vết xước , soi kỹ ! pin . tổng_quan chất_lượng tốt . ae mua lăn_tăn nha . máy đẹp lắm 😍",0,0,0,0,0,0,0,0,-1
1446,17603,"sản_phẩm tốt , hài_lòng !",0,0,0,0,0,0,0,1,0
1447,17602,shop 5 . shop làm_việc chuyên_nghiệp lun . hôm 2 máy,0,1,1,0,0,0,0,0,0
1448,17601,"máy đẹp , cấu_hình mạnh chất_lượng oke shop uy_tín giao hàng đúng hẹn , hài_lòng lắm , ủng_hộ shop .",0,1,1,0,0,1,0,0,1
1449,17600,"oke mua 1 loa hư , không đổi",0,0,0,0,0,-1,0,0,0
1450,17599,màn to ám vàng nhẹ . giao hàng mua bao da viền nhựa xước viền,0,0,-1,0,0,-1,0,0,0
1451,17598,mua sale giá hợp_lý ! 5.590.0 150 xu hoàn . shop tư_vấn nhiệt_tình giao hàng hơi ; sản_phẩm hãng ; máy oke,1,1,-1,0,1,0,0,0,0
1452,17597,", chất_lượng tốt",0,0,0,0,0,0,0,1,0
1454,17595,hàng tốt giao hàng hơi chậm tí,0,0,-1,0,0,0,0,0,0
1457,17592,"xịn xò , nguyên niêm_phong",0,0,0,0,1,0,0,0,0
1459,17590,"máy đẹp , bền , tiền",1,0,0,0,0,0,0,0,1
1460,17589,tạm ổn chưa kích_hoạt bảo_hành dt,0,0,0,0,0,0,0,1,0
1461,17588,"shop hàng , nhiệt_tình , đóng_gói cẩn_thận , quà tặng . shop .",0,1,1,0,0,0,0,0,0
1463,17586,giao khg đúng màu,0,-1,0,0,0,0,0,0,0
1464,17585,"shop giao hàng đúng màu . hàng nguyên tem . shop gói kỹ , 1 lớp bọc mũ chống sốc , 1 lớp mót không sợ máy va_đập mạnh . mua ủng_hộ shop . đặt_hàng 24.9 hàng 25.9 . shiper lẹ .",0,1,1,0,1,0,0,0,0
1467,17582,sản_phẩm ok . ủng_hộ .,0,0,0,0,0,0,0,1,0
1469,17580,shop đóng hàng kỹ . hàng chuẩn .,0,0,1,0,0,0,0,0,0
1472,17577,"hàng chất_lượng oke giao hàng , mua tiếp sản_phẩm tuyệt_vời , cài đợi hơi không oke 5",0,0,1,0,0,0,0,0,0
1473,17576,"máy đẹp lắm . lắm . 👍 👍 👍 . hài_lòng sản_phẩm . giá rẻ shop chất_lượng tuyệt_vời . chuẩn máy hãng cám_ơn shop mua hàng online . shop oke . giao hàng đúng quảng_cáo , tư_vấn nhiệt_tình . mua",1,1,1,0,1,0,0,0,1
1475,17574,"chất_lượng sản_phẩm tuyệt_vời , shop nói_chuyện nhiệt_tình , hàng hãng .",0,1,0,0,1,0,0,0,0
1476,17573,"đt lag , cấu_hình không điện_thoại ardoir ,",0,0,0,-1,0,0,0,0,0
1477,17572,oke mới_đầu tải fb đồ không khởi_động tải pin 10 mấy chế không trầy i như máy mua nha,0,0,0,0,0,1,0,0,1
1478,17571,điện_thoại mua tầm giá nha mn . thiết_kế oke !,1,0,0,0,0,0,0,0,1
1479,17570,lười chụp điện_thoại_oke nha . shop ngàn ✨,0,0,0,0,0,0,0,1,0
1482,17567,hình_thức 95 % pin ảo tạm chấp_nhận,0,0,0,0,0,-1,0,0,-1
1483,17566,"hàng chất_lượng , đóng_gói kĩ_càng . giao hàng ghn giao chậm , đầu hẹn kho không chưa tem . hai đơn 1 địa_chỉ giao hai",0,0,-1,0,0,0,0,0,0
1484,17565,"chất_lượng máy oke lắm , giao hàng cực chất_lượng dịch_vụ tuyệt_vời",0,1,1,0,0,0,0,0,0
1487,17562,"giao hàng , máy bóc hộp , chất_lượng sản_phẩm .",0,0,1,0,0,0,0,0,1
1488,17561,giao hàng đóng_gói đẹp . mua,0,0,1,0,0,0,0,0,0
1489,17560,"máy hình_thức đẹp . vỏ máy . huy_động nhíp , ráy tai . oke",0,0,0,0,0,0,0,0,1
1491,17558,". review : rẻ , đẹp , ngon , 5 .",1,0,0,0,0,0,0,0,1
1492,17557,máy tốt 🥰 chủ shop nhiệt_tình,0,1,0,0,0,0,0,0,0
1493,17556,"trầy 2 mảng góc màn_hình hài_lòng sản_phẩm . 2 tuần không . shop giao 1 tai_nghe ( ng # ) , 1 cáp 1 sạc , 1 que sim , không hộp , không hdsd. sản_phẩm đóng_gói .",0,0,1,0,0,0,1,0,-1
1494,17555,shop hàng chất_lượng . up rom tiếng việt fre . hài_lòng,0,0,0,0,0,0,0,1,0
1495,17554,"điện_thoại , mua hàng mạng hồi_hộp , không hàng đúng như shop quảng_cáo máy xong hài_lòng shop giao hàng đúng như quảng_cáo , tin_tưởng shop , ủng_hộ shop . 5",0,0,0,0,0,0,0,1,0
1496,17553,"sp đúng như quảng_cáo tốt , pin trâu shop nhiệt_tình , đồng_tiền",1,1,0,0,0,1,0,0,0
1497,17552,"sản_phẩm , 2 tiếng sản_phẩm đúng như mô_tả . shop uy_tín yên_tâm .",0,1,0,0,0,0,0,0,0
1498,17551,máy okay . máy không tiếng việt lớn_tuổi hơi . nghe gọi okay,0,0,0,0,0,0,0,1,0
1499,17532,"rẻ , ngon , cũ chuẩn , pin tương_đối chấp_nhận .",1,0,0,0,0,0,0,0,0
1500,17531,sp tốt . mua,0,0,0,0,0,0,0,1,0
1501,17530,shop đóng_gói cẩn_thận giao hàng siêu . hài_lòng món quà shop ủng_hộ shop .,0,0,1,0,0,0,0,0,0
1502,17529,"hàng máy đẹp như , ful chức_năng , shop giao hàng tốt nhiệt_tình tư_vấn . miếng dán màn_hình sẵn ngon chuẩn men .",0,1,0,0,0,1,-1,0,1
1504,17527,"hàng nguyên seal , như mô_tả . chất_lượng",0,0,0,0,1,0,0,0,0
1505,17526,"chất_lượng sản_phẩm tuyệt_vời hàng đập_hộp , giá rẻ tgd mua ủng_hộ shop nhu_cầu",1,0,0,0,0,0,0,0,0
1506,17525,"đồng_tiền , camera xấu mong cam đẹp bỏ_qua",1,0,0,0,0,-1,0,0,0
1508,17523,chưa bền không,0,0,0,0,0,0,0,1,0
1509,17522,hàng . cám_ơn shop,0,0,0,0,0,0,0,1,0
1512,17519,bi xước 2 vệt màn tạm chấp_nhận giá,0,0,0,0,0,-1,0,0,-1
1513,17518,hàng ngon phụ_kiện đầy_đủ giao hàng,0,0,1,0,0,0,1,0,0
1514,17517,"dt đẹp , hãng , nguyên niêm_phong , cskh tư_vấn nhiệt_tình , dễ_thương tội vc giao hàng sợ khâu vận_chuyển",0,1,-1,0,1,0,0,0,1
1515,17516,giao hàng đóng_gói cẩn_thận . hi_vọng bền,0,0,1,0,0,0,0,0,0
1517,17514,"giao hàng , sản_phẩm oke . vote 5sao",0,0,1,0,0,0,0,0,0
1518,17513,ổn . tiền . không hi_vọng . ram máy ít web tải không . lưu_ý 1 chút . cài ap shop cài hộ ap phiên_bản ios tải . máy liệt mất nút home . bảo_hành không shop ?,0,0,0,0,0,-1,0,1,0
1519,17512,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
1520,17511,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
1522,17509,"hàng , chưa up rom tiếng việt mong shop",0,0,0,0,0,0,0,1,0
1523,17508,"sp đúng mô_tả , đóng_gói cẩn_thận .",0,0,1,0,0,0,0,0,0
1524,17507,shop gửi hàng chán bảo gửi màu trắng gửi màu đen máy hơi chậm phim,0,-1,0,-1,0,0,0,0,0
1527,17504,hài_lòng ! shop,0,0,0,0,0,0,0,1,0
1528,17503,shop nhiệt_tình,0,1,0,0,0,0,0,0,0
1530,17501,"ok hàng đóng gọi cẩn_thận , nhân_viên giao hàng nhiệt_tình , hộp nguyên niêm_phong nguyên kiện , chờ 7 úp rom tiếng việt hoàn_hảo",0,0,1,0,1,0,0,0,0
1531,17500,mua 2 . hài_lòng,0,0,0,0,0,0,0,1,0
1532,17499,shop oke,0,0,0,0,0,0,0,1,0
1534,17497,"hàng đúng mô_tả , giá tiền . ủng_hộ shop .",1,0,0,0,0,0,0,0,0
1539,17492,"shop hướng_dẫn chu_đáo , máy pin lâu_dài , chạy ổn",0,1,0,0,0,1,0,0,0
1541,17490,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
1542,17489,"chất_lượng sản_phẩm tốt giá tiền , giao hàng , nhiệt_tình . ủng_hộ shop , chúc shop làm_ăn phát_đạt ♥ ️",1,1,1,0,0,0,0,0,0
1543,17488,shop ns 18 / 12 115 / 12 giao r oke o,0,0,1,0,0,0,0,0,0
1544,17487,hàng đẹp hài_lòng . mua bữa bữa giảm_giá,0,0,0,0,0,0,0,0,1
1549,17482,"hàng màu xám giao trắng , nhắn shop bảo nhân_viên sai_sót cố_tình giao sai , màu xám hàng , âm_thầm giao màu trắng không hề báo . đọc review tương_tự , cố_tình giao không đúng . giao hàng cực .",0,-1,-1,0,0,0,0,0,0
1550,17481,máy đẹp như tư_vấn ! vô_cùng ! nhân_viên tư_vấn nhiệt_tình !,0,1,0,0,0,0,0,0,1
1551,17480,sửa lỗi mmi shop ?,0,0,0,0,0,0,0,1,0
1553,17478,"ngon bổ rẻ , tội hơi . lắp ốp cầm mỏi",0,0,0,0,0,0,0,0,-1
1554,17477,sai màu vàng god giao màu xám mặt máy vết lõm game hơi giật tí ổn,0,-1,0,-1,0,0,0,0,-1
1555,17476,"máy đúng hãng . ổn , tốt . giới_thiệu bạn_bè ủng_hộ . shop top 1 . máy đẹp , hãng , giao hàng , đóng_gói cẩn_thận , máy mới_tinh , đều tốt giá rẻ . lựa cân_nhắc kĩ lựạ kĩ . shop uy_tín",1,1,1,0,1,0,0,0,1
1556,17475,máy_đẹp uy_tín,0,1,0,0,0,0,0,0,1
1558,17473,hàng 100 % nguyên niêm_phong,0,0,0,0,1,0,0,0,0
1559,17472,máy mấy chất_lượng ok .,0,0,0,0,0,0,0,1,0
1560,17471,hàng nguyên niêm_phong giao hàng cskh trừ 1 * hàng ok . hài_lòng 1 tuần trải nghiệm,0,1,-1,0,1,0,0,0,0
1563,17468,uy_tín chất_lượng,0,1,0,0,0,0,0,0,0
1567,17464,"màu xanh nhung shop giao mau hồng , nhắn shop không trả_lời . máy chạy giật . pin nóng . sạc va cáp cũ ,",0,-1,0,-1,0,-1,-1,0,0
1570,17461,sản_phẩm đẹp . ngon rẻ .,1,0,0,0,0,0,0,0,1
1571,17460,"nghe tốt , kết_nối ổn_định , âm_thanh nghe , phục_vụ chuyên_nghiệp , khách_hàng",0,0,0,0,0,0,0,1,0
1572,17459,hàng shop mô_tả lắm mua,0,0,0,0,0,0,0,1,0
1573,17458,báo giao màu đen shop giao màu đồng . phiếu in báo màu đen .,0,-1,0,0,0,0,0,0,0
1574,17457,"điện_thoại lỗi cảm 5 - 10 phút khựng màn_hình , màu đen giao màu vàng .",0,-1,0,-1,0,0,0,0,0
1575,17456,hài_lòng sản_phẩm,0,0,0,0,0,0,0,1,0
1576,17455,tốt,0,0,0,0,0,0,0,1,0
1578,17453,"máy đẹp shop , giá_cả hợp_lý , shop giao hàng đúng hẹn , chất_lượng không , chuẩn , vừa_ý hài_lòng , đồng_tiền bát gạo , shop phục_vụ chuyên_nghiệp , chế_độ hậu_mãi rõ_ràng , an_tâm sản_phẩm giá 5sao ,",1,1,1,0,0,0,0,0,1
1579,17452,ok . mua người_thân 1,0,0,0,0,0,0,0,1,0
1580,17451,giá tốt thị_trường chất_lượng ổn_định,1,0,0,0,0,0,0,0,0
1583,17448,"sản_phẩm oke , bé vui học ứng_dụng shop cài sẵn",0,0,0,0,0,0,0,1,0
1585,17446,"giao hàng 1 tuần . giá rẻ , chất_lượng sản_phẩm tốt .",1,0,-1,0,0,0,0,0,0
1586,17445,ổn,0,0,0,0,0,0,0,1,0
1588,17443,oke giao hàng hơi chút . shop phục_vụ nhiệt_tình . 5s,0,1,-1,0,0,0,0,0,0
1589,17442,"hàng , đóng_gói cẩn_thận , máy chưa lỗi 5 ★",0,0,1,0,0,0,0,0,0
1592,17439,"mua như , tuyệt_vời !",0,0,0,0,0,0,0,1,0
1593,17438,"hàng chuẩn nguyên seal , săn sale 2tr8 , ngon",1,0,0,0,1,0,0,0,0
1594,17437,"giao đúng hẹn , shop tư_vấn nhiệt trải nghiệm góp_ý , tin_tưởng 5",0,1,1,0,0,0,0,0,0
1597,17434,hàng_không hoạt_động . gửi hàng không hàng đi . cực_kì thất_vọng bực_mình,0,-1,0,0,0,0,0,0,0
1599,17432,hình_thức quảng_cáo đạt 98 % . pin test phim liên_tục 4g 3 tiếng . pin kiểm_tra phần_mềm 3utool đạt 81 % . 5 ok . shop tu vấn nhiệt_tình . chúc shop .,0,1,0,0,0,0,0,0,1
1600,17431,chất_lượng chưa kiểm_chứng phục_vụ khiếu_nại shop ổn tạm_thời 5 *,0,1,0,0,0,0,0,0,0
1602,17429,"sản_phẩm ok , giao đúng mẫu , shop tư_vấn nhiệt_tình , hàng giao , đóng_gói cẩn_thận , shop 5sao",0,1,1,0,0,0,0,0,0
1603,17428,"đóng_gói đẹp , chất_lượng tốt , mua 2 ưng , shop phục_vụ nhiệt_tình , ủng_hộ shop",0,1,1,0,0,0,0,0,0
1604,17427,"máy_đẹp , pin trâu vô đối , loa không điện_thoại đọ = )",0,0,0,0,0,1,0,0,1
1605,17426,"sản_phẩm hãng , chủ shop nhiệt_tình",0,1,0,0,1,0,0,0,0
1606,17425,máy oke loa hơi bé tí shop 5,0,0,0,0,0,-1,0,0,0
1608,17423,hài_lòng chất_lượng sản_phẩm shop . giao hàng siêu ☺ ️ ☺ ️,0,0,1,0,0,0,0,0,0
1610,17421,dt đẹp hàng nguyên tem chất_lượng tốt hãng bảo_hành,0,0,0,0,1,0,0,0,1
1611,17420,"xịn , ủng_hộ shop nha , thái_độ phục_vụ tốt . rep nhắn , đóng_gói vận_chuyển",0,1,1,0,0,0,0,0,0
1612,17419,"hàng đầu lỗi , shop bảo_hành tặng cường_lực 9d , tốn tiền mua sẵn 1 cường_lực : (",0,0,0,0,0,0,0,1,0
1613,17418,"hàng oke , keng xà_đơn_vị giao hàng bưu_cục ,",0,0,-1,0,0,0,0,0,0
1614,17417,sản_phẩm nguyên seal . đúng như mô_tả,0,0,0,0,1,0,0,0,0
1615,17416,giá tiền hàng oki,1,0,0,0,0,0,0,0,0
1617,17414,shop nhiệt_tình chất_lượng,0,1,0,0,0,0,0,0,0
1618,17413,mua cụ già đọc báo không . trước_mắt ổn_áp tầm tiền,1,0,0,0,0,0,0,0,0
1619,17412,"máy đẹp , test ban_đầu hài_lòng , giao hàng hoả_tốc , siêu . shop . dịp ủng_hộ shop .",0,0,1,0,0,0,0,0,1
1621,17410,điện_thoại tốt giao,0,0,1,0,0,0,0,0,0
